Datetime,Consumption_MW
2024-01-08 00:00:00,471.13
2024-01-08 01:00:00,465.37
2024-01-08 02:00:00,469.17
2024-01-08 03:00:00,489.88
2024-01-08 04:00:00,472.92
2024-01-08 05:00:00,495.08
2024-01-08 06:00:00,515.46
2024-01-08 07:00:00,537.2
2024-01-08 08:00:00,540.54
2024-01-08 09:00:00,534.67
2024-01-08 10:00:00,535.06
2024-01-08 11:00:00,534.52
2024-01-08 12:00:00,559.15
2024-01-08 13:00:00,546.55
2024-01-08 14:00:00,518.56
2024-01-08 15:00:00,540.9
2024-01-08 16:00:00,513.32
2024-01-08 17:00:00,506.54
2024-01-08 18:00:00,620.65
2024-01-08 19:00:00,577.26
2024-01-08 20:00:00,601.0
2024-01-08 21:00:00,547.96
2024-01-08 22:00:00,551.41
2024-01-08 23:00:00,445.99
2024-01-09 00:00:00,476.83
2024-01-09 01:00:00,462.09
2024-01-09 02:00:00,455.11
2024-01-09 03:00:00,442.05
2024-01-09 04:00:00,480.33
2024-01-09 05:00:00,493.05
2024-01-09 06:00:00,522.81
2024-01-09 07:00:00,537.33
2024-01-09 08:00:00,531.63
2024-01-09 09:00:00,535.3
2024-01-09 10:00:00,551.93
2024-01-09 11:00:00,539.44
2024-01-09 12:00:00,573.72
2024-01-09 13:00:00,561.4
2024-01-09 14:00:00,536.56
2024-01-09 15:00:00,519.01
2024-01-09 16:00:00,535.4
2024-01-09 17:00:00,535.66
2024-01-09 18:00:00,609.92
2024-01-09 19:00:00,589.32
2024-01-09 20:00:00,609.11
2024-01-09 21:00:00,563.91
2024-01-09 22:00:00,557.72
2024-01-09 23:00:00,464.47
2024-01-10 00:00:00,433.24
2024-01-10 01:00:00,462.14
2024-01-10 02:00:00,453.0
2024-01-10 03:00:00,475.73
2024-01-10 04:00:00,484.48
2024-01-10 05:00:00,507.59
2024-01-10 06:00:00,520.08
2024-01-10 07:00:00,518.3
2024-01-10 08:00:00,529.13
2024-01-10 09:00:00,545.66
2024-01-10 10:00:00,537.34
2024-01-10 11:00:00,556.01
2024-01-10 12:00:00,583.85
2024-01-10 13:00:00,529.32
2024-01-10 14:00:00,543.55
2024-01-10 15:00:00,587.26
2024-01-10 16:00:00,499.76
2024-01-10 17:00:00,545.56
2024-01-10 18:00:00,581.04
2024-01-10 19:00:00,581.51
2024-01-10 20:00:00,572.52
2024-01-10 21:00:00,571.7
2024-01-10 22:00:00,545.17
2024-01-10 23:00:00,459.11
2024-01-11 00:00:00,453.49
2024-01-11 01:00:00,473.54
2024-01-11 02:00:00,465.6
2024-01-11 03:00:00,496.97
2024-01-11 04:00:00,472.04
2024-01-11 05:00:00,493.26
2024-01-11 06:00:00,496.35
2024-01-11 07:00:00,509.3
2024-01-11 08:00:00,548.54
2024-01-11 09:00:00,551.25
2024-01-11 10:00:00,538.51
2024-01-11 11:00:00,564.21
2024-01-11 12:00:00,560.18
2024-01-11 13:00:00,559.33
2024-01-11 14:00:00,556.95
2024-01-11 15:00:00,555.1
2024-01-11 16:00:00,513.58
2024-01-11 17:00:00,549.63
2024-01-11 18:00:00,626.38
2024-01-11 19:00:00,576.01
2024-01-11 20:00:00,596.98
2024-01-11 21:00:00,612.17
2024-01-11 22:00:00,568.85
2024-01-11 23:00:00,478.02
2024-01-12 00:00:00,459.37
2024-01-12 01:00:00,461.5
2024-01-12 02:00:00,447.3
2024-01-12 03:00:00,473.06
2024-01-12 04:00:00,485.2
2024-01-12 05:00:00,523.91
2024-01-12 06:00:00,521.69
2024-01-12 07:00:00,524.45
2024-01-12 08:00:00,539.83
2024-01-12 09:00:00,573.34
2024-01-12 10:00:00,533.26
2024-01-12 11:00:00,568.68
2024-01-12 12:00:00,526.95
2024-01-12 13:00:00,558.87
2024-01-12 14:00:00,546.32
2024-01-12 15:00:00,543.75
2024-01-12 16:00:00,532.38
2024-01-12 17:00:00,546.5
2024-01-12 18:00:00,584.8
2024-01-12 19:00:00,555.57
2024-01-12 20:00:00,572.45
2024-01-12 21:00:00,575.19
2024-01-12 22:00:00,586.79
2024-01-12 23:00:00,452.09
2024-01-13 00:00:00,417.01
2024-01-13 01:00:00,445.47
2024-01-13 02:00:00,432.86
2024-01-13 03:00:00,435.01
2024-01-13 04:00:00,472.78
2024-01-13 05:00:00,447.48
2024-01-13 06:00:00,483.09
2024-01-13 07:00:00,491.43
2024-01-13 08:00:00,495.93
2024-01-13 09:00:00,507.45
2024-01-13 10:00:00,535.07
2024-01-13 11:00:00,517.8
2024-01-13 12:00:00,538.68
2024-01-13 13:00:00,543.54
2024-01-13 14:00:00,525.48
2024-01-13 15:00:00,512.69
2024-01-13 16:00:00,488.35
2024-01-13 17:00:00,494.94
2024-01-13 18:00:00,559.45
2024-01-13 19:00:00,543.36
2024-01-13 20:00:00,549.74
2024-01-13 21:00:00,540.94
2024-01-13 22:00:00,528.4
2024-01-13 23:00:00,462.59
2024-01-14 00:00:00,439.46
2024-01-14 01:00:00,421.7
2024-01-14 02:00:00,434.78
2024-01-14 03:00:00,442.97
2024-01-14 04:00:00,474.2
2024-01-14 05:00:00,499.23
2024-01-14 06:00:00,484.84
2024-01-14 07:00:00,479.29
2024-01-14 08:00:00,496.51
2024-01-14 09:00:00,525.89
2024-01-14 10:00:00,540.66
2024-01-14 11:00:00,530.8
2024-01-14 12:00:00,511.27
2024-01-14 13:00:00,524.76
2024-01-14 14:00:00,536.99
2024-01-14 15:00:00,524.62
2024-01-14 16:00:00,499.07
2024-01-14 17:00:00,524.35
2024-01-14 18:00:00,547.03
2024-01-14 19:00:00,583.68
2024-01-14 20:00:00,548.22
2024-01-14 21:00:00,544.41
2024-01-14 22:00:00,558.95
2024-01-14 23:00:00,409.65
2024-01-15 00:00:00,472.97
2024-01-15 01:00:00,460.12
2024-01-15 02:00:00,473.22
2024-01-15 03:00:00,452.73
2024-01-15 04:00:00,482.34
2024-01-15 05:00:00,491.94
2024-01-15 06:00:00,508.55
2024-01-15 07:00:00,575.04
2024-01-15 08:00:00,523.47
2024-01-15 09:00:00,540.97
2024-01-15 10:00:00,549.13
2024-01-15 11:00:00,560.58
2024-01-15 12:00:00,569.95
2024-01-15 13:00:00,557.99
2024-01-15 14:00:00,568.54
2024-01-15 15:00:00,546.52
2024-01-15 16:00:00,519.34
2024-01-15 17:00:00,525.53
2024-01-15 18:00:00,594.8
2024-01-15 19:00:00,582.94
2024-01-15 20:00:00,594.88
2024-01-15 21:00:00,596.45
2024-01-15 22:00:00,568.58
2024-01-15 23:00:00,453.55
2024-01-16 00:00:00,448.93
2024-01-16 01:00:00,440.14
2024-01-16 02:00:00,472.63
2024-01-16 03:00:00,444.85
2024-01-16 04:00:00,476.18
2024-01-16 05:00:00,488.18
2024-01-16 06:00:00,534.93
2024-01-16 07:00:00,531.11
2024-01-16 08:00:00,530.04
2024-01-16 09:00:00,544.16
2024-01-16 10:00:00,566.46
2024-01-16 11:00:00,537.2
2024-01-16 12:00:00,532.83
2024-01-16 13:00:00,564.7
2024-01-16 14:00:00,534.01
2024-01-16 15:00:00,552.2
2024-01-16 16:00:00,537.9
2024-01-16 17:00:00,522.79
2024-01-16 18:00:00,608.65
2024-01-16 19:00:00,590.73
2024-01-16 20:00:00,577.41
2024-01-16 21:00:00,594.72
2024-01-16 22:00:00,584.79
2024-01-16 23:00:00,495.94
2024-01-17 00:00:00,455.88
2024-01-17 01:00:00,464.77
2024-01-17 02:00:00,444.77
2024-01-17 03:00:00,486.62
2024-01-17 04:00:00,496.89
2024-01-17 05:00:00,481.5
2024-01-17 06:00:00,503.47
2024-01-17 07:00:00,534.92
2024-01-17 08:00:00,551.45
2024-01-17 09:00:00,550.38
2024-01-17 10:00:00,576.33
2024-01-17 11:00:00,539.27
2024-01-17 12:00:00,575.08
2024-01-17 13:00:00,570.23
2024-01-17 14:00:00,564.06
2024-01-17 15:00:00,521.72
2024-01-17 16:00:00,541.22
2024-01-17 17:00:00,520.98
2024-01-17 18:00:00,631.97
2024-01-17 19:00:00,595.7
2024-01-17 20:00:00,557.07
2024-01-17 21:00:00,585.77
2024-01-17 22:00:00,559.19
2024-01-17 23:00:00,439.5
2024-01-18 00:00:00,466.59
2024-01-18 01:00:00,499.51
2024-01-18 02:00:00,474.95
2024-01-18 03:00:00,498.49
2024-01-18 04:00:00,478.93
2024-01-18 05:00:00,526.11
2024-01-18 06:00:00,530.12
2024-01-18 07:00:00,523.48
2024-01-18 08:00:00,512.49
2024-01-18 09:00:00,517.81
2024-01-18 10:00:00,560.36
2024-01-18 11:00:00,538.24
2024-01-18 12:00:00,550.81
2024-01-18 13:00:00,571.97
2024-01-18 14:00:00,591.08
2024-01-18 15:00:00,527.02
2024-01-18 16:00:00,543.75
2024-01-18 17:00:00,501.43
2024-01-18 18:00:00,602.16
2024-01-18 19:00:00,597.75
2024-01-18 20:00:00,573.45
2024-01-18 21:00:00,571.76
2024-01-18 22:00:00,583.89
2024-01-18 23:00:00,452.56
2024-01-19 00:00:00,455.27
2024-01-19 01:00:00,477.97
2024-01-19 02:00:00,478.81
2024-01-19 03:00:00,466.02
2024-01-19 04:00:00,499.51
2024-01-19 05:00:00,520.35
2024-01-19 06:00:00,497.77
2024-01-19 07:00:00,515.19
2024-01-19 08:00:00,567.96
2024-01-19 09:00:00,534.09
2024-01-19 10:00:00,552.5
2024-01-19 11:00:00,573.94
2024-01-19 12:00:00,532.74
2024-01-19 13:00:00,563.9
2024-01-19 14:00:00,556.46
2024-01-19 15:00:00,545.19
2024-01-19 16:00:00,530.57
2024-01-19 17:00:00,535.6
2024-01-19 18:00:00,621.82
2024-01-19 19:00:00,613.53
2024-01-19 20:00:00,601.33
2024-01-19 21:00:00,566.25
2024-01-19 22:00:00,587.18
2024-01-19 23:00:00,458.8
2024-01-20 00:00:00,425.22
2024-01-20 01:00:00,429.29
2024-01-20 02:00:00,415.17
2024-01-20 03:00:00,449.77
2024-01-20 04:00:00,440.27
2024-01-20 05:00:00,448.15
2024-01-20 06:00:00,432.47
2024-01-20 07:00:00,490.49
2024-01-20 08:00:00,502.32
2024-01-20 09:00:00,499.02
2024-01-20 10:00:00,523.76
2024-01-20 11:00:00,521.05
2024-01-20 12:00:00,528.19
2024-01-20 13:00:00,552.57
2024-01-20 14:00:00,535.6
2024-01-20 15:00:00,508.98
2024-01-20 16:00:00,505.02
2024-01-20 17:00:00,502.0
2024-01-20 18:00:00,609.83
2024-01-20 19:00:00,601.33
2024-01-20 20:00:00,578.42
2024-01-20 21:00:00,537.5
2024-01-20 22:00:00,508.43
2024-01-20 23:00:00,441.81
2024-01-21 00:00:00,435.98
2024-01-21 01:00:00,427.02
2024-01-21 02:00:00,449.86
2024-01-21 03:00:00,452.53
2024-01-21 04:00:00,441.45
2024-01-21 05:00:00,479.94
2024-01-21 06:00:00,483.67
2024-01-21 07:00:00,488.16
2024-01-21 08:00:00,498.87
2024-01-21 09:00:00,506.73
2024-01-21 10:00:00,494.42
2024-01-21 11:00:00,540.7
2024-01-21 12:00:00,522.12
2024-01-21 13:00:00,531.51
2024-01-21 14:00:00,522.16
2024-01-21 15:00:00,496.04
2024-01-21 16:00:00,508.69
2024-01-21 17:00:00,502.94
2024-01-21 18:00:00,606.79
2024-01-21 19:00:00,570.09
2024-01-21 20:00:00,558.24
2024-01-21 21:00:00,560.47
2024-01-21 22:00:00,548.78
2024-01-21 23:00:00,423.86
2024-01-22 00:00:00,486.16
2024-01-22 01:00:00,451.84
2024-01-22 02:00:00,451.1
2024-01-22 03:00:00,461.04
2024-01-22 04:00:00,519.4
2024-01-22 05:00:00,488.26
2024-01-22 06:00:00,524.48
2024-01-22 07:00:00,539.53
2024-01-22 08:00:00,540.89
2024-01-22 09:00:00,535.82
2024-01-22 10:00:00,558.63
2024-01-22 11:00:00,586.13
2024-01-22 12:00:00,544.42
2024-01-22 13:00:00,562.35
2024-01-22 14:00:00,542.7
2024-01-22 15:00:00,549.2
2024-01-22 16:00:00,515.97
2024-01-22 17:00:00,538.34
2024-01-22 18:00:00,593.92
2024-01-22 19:00:00,635.85
2024-01-22 20:00:00,599.83
2024-01-22 21:00:00,569.82
2024-01-22 22:00:00,567.32
2024-01-22 23:00:00,452.18
2024-01-23 00:00:00,436.47
2024-01-23 01:00:00,445.97
2024-01-23 02:00:00,472.71
2024-01-23 03:00:00,460.25
2024-01-23 04:00:00,479.2
2024-01-23 05:00:00,482.25
2024-01-23 06:00:00,514.35
2024-01-23 07:00:00,529.4
2024-01-23 08:00:00,554.98
2024-01-23 09:00:00,532.79
2024-01-23 10:00:00,544.75
2024-01-23 11:00:00,590.41
2024-01-23 12:00:00,560.84
2024-01-23 13:00:00,577.63
2024-01-23 14:00:00,554.16
2024-01-23 15:00:00,521.96
2024-01-23 16:00:00,535.04
2024-01-23 17:00:00,530.79
2024-01-23 18:00:00,580.72
2024-01-23 19:00:00,602.99
2024-01-23 20:00:00,599.25
2024-01-23 21:00:00,566.8
2024-01-23 22:00:00,561.38
2024-01-23 23:00:00,480.66
2024-01-24 00:00:00,497.04
2024-01-24 01:00:00,460.5
2024-01-24 02:00:00,462.49
2024-01-24 03:00:00,492.81
2024-01-24 04:00:00,466.32
2024-01-24 05:00:00,478.66
2024-01-24 06:00:00,507.07
2024-01-24 07:00:00,534.25
2024-01-24 08:00:00,529.64
2024-01-24 09:00:00,556.89
2024-01-24 10:00:00,566.6
2024-01-24 11:00:00,561.27
2024-01-24 12:00:00,555.14
2024-01-24 13:00:00,574.24
2024-01-24 14:00:00,536.05
2024-01-24 15:00:00,533.53
2024-01-24 16:00:00,551.2
2024-01-24 17:00:00,533.19
2024-01-24 18:00:00,628.83
2024-01-24 19:00:00,583.28
2024-01-24 20:00:00,591.81
2024-01-24 21:00:00,570.97
2024-01-24 22:00:00,581.7
2024-01-24 23:00:00,452.25
2024-01-25 00:00:00,452.49
2024-01-25 01:00:00,438.25
2024-01-25 02:00:00,465.56
2024-01-25 03:00:00,464.74
2024-01-25 04:00:00,486.0
2024-01-25 05:00:00,542.49
2024-01-25 06:00:00,510.71
2024-01-25 07:00:00,522.51
2024-01-25 08:00:00,518.46
2024-01-25 09:00:00,545.0
2024-01-25 10:00:00,574.62
2024-01-25 11:00:00,564.62
2024-01-25 12:00:00,546.0
2024-01-25 13:00:00,565.72
2024-01-25 14:00:00,539.13
2024-01-25 15:00:00,543.37
2024-01-25 16:00:00,519.69
2024-01-25 17:00:00,541.17
2024-01-25 18:00:00,613.44
2024-01-25 19:00:00,599.05
2024-01-25 20:00:00,577.13
2024-01-25 21:00:00,575.68
2024-01-25 22:00:00,562.46
2024-01-25 23:00:00,474.1
2024-01-26 00:00:00,439.69
2024-01-26 01:00:00,460.59
2024-01-26 02:00:00,458.18
2024-01-26 03:00:00,479.56
2024-01-26 04:00:00,487.45
2024-01-26 05:00:00,492.71
2024-01-26 06:00:00,509.8
2024-01-26 07:00:00,547.73
2024-01-26 08:00:00,539.4
2024-01-26 09:00:00,571.33
2024-01-26 10:00:00,569.84
2024-01-26 11:00:00,580.25
2024-01-26 12:00:00,586.61
2024-01-26 13:00:00,555.79
2024-01-26 14:00:00,575.65
2024-01-26 15:00:00,532.09
2024-01-26 16:00:00,549.22
2024-01-26 17:00:00,525.85
2024-01-26 18:00:00,627.25
2024-01-26 19:00:00,592.23
2024-01-26 20:00:00,605.32
2024-01-26 21:00:00,587.43
2024-01-26 22:00:00,580.6
2024-01-26 23:00:00,458.2
2024-01-27 00:00:00,421.79
2024-01-27 01:00:00,435.43
2024-01-27 02:00:00,455.99
2024-01-27 03:00:00,458.39
2024-01-27 04:00:00,473.58
2024-01-27 05:00:00,466.89
2024-01-27 06:00:00,469.09
2024-01-27 07:00:00,471.9
2024-01-27 08:00:00,504.32
2024-01-27 09:00:00,517.47
2024-01-27 10:00:00,511.68
2024-01-27 11:00:00,536.39
2024-01-27 12:00:00,554.73
2024-01-27 13:00:00,523.43
2024-01-27 14:00:00,545.26
2024-01-27 15:00:00,529.96
2024-01-27 16:00:00,496.85
2024-01-27 17:00:00,482.07
2024-01-27 18:00:00,572.95
2024-01-27 19:00:00,559.23
2024-01-27 20:00:00,556.1
2024-01-27 21:00:00,571.56
2024-01-27 22:00:00,544.13
2024-01-27 23:00:00,422.16
2024-01-28 00:00:00,428.06
2024-01-28 01:00:00,435.4
2024-01-28 02:00:00,430.58
2024-01-28 03:00:00,441.92
2024-01-28 04:00:00,447.43
2024-01-28 05:00:00,460.61
2024-01-28 06:00:00,485.25
2024-01-28 07:00:00,497.77
2024-01-28 08:00:00,499.68
2024-01-28 09:00:00,520.59
2024-01-28 10:00:00,523.62
2024-01-28 11:00:00,518.33
2024-01-28 12:00:00,535.43
2024-01-28 13:00:00,561.92
2024-01-28 14:00:00,512.59
2024-01-28 15:00:00,500.9
2024-01-28 16:00:00,523.02
2024-01-28 17:00:00,486.8
2024-01-28 18:00:00,585.73
2024-01-28 19:00:00,554.39
2024-01-28 20:00:00,560.73
2024-01-28 21:00:00,546.21
2024-01-28 22:00:00,531.71
2024-01-28 23:00:00,441.12
2024-01-29 00:00:00,462.71
2024-01-29 01:00:00,470.67
2024-01-29 02:00:00,456.43
2024-01-29 03:00:00,499.24
2024-01-29 04:00:00,480.62
2024-01-29 05:00:00,487.72
2024-01-29 06:00:00,539.13
2024-01-29 07:00:00,522.51
2024-01-29 08:00:00,523.37
2024-01-29 09:00:00,544.87
2024-01-29 10:00:00,575.2
2024-01-29 11:00:00,574.22
2024-01-29 12:00:00,532.66
2024-01-29 13:00:00,592.16
2024-01-29 14:00:00,548.18
2024-01-29 15:00:00,561.02
2024-01-29 16:00:00,544.5
2024-01-29 17:00:00,550.49
2024-01-29 18:00:00,617.13
2024-01-29 19:00:00,606.53
2024-01-29 20:00:00,594.9
2024-01-29 21:00:00,566.65
2024-01-29 22:00:00,583.7
2024-01-29 23:00:00,466.94
2024-01-30 00:00:00,474.45
2024-01-30 01:00:00,467.33
2024-01-30 02:00:00,482.49
2024-01-30 03:00:00,463.54
2024-01-30 04:00:00,499.82
2024-01-30 05:00:00,501.46
2024-01-30 06:00:00,497.24
2024-01-30 07:00:00,529.39
2024-01-30 08:00:00,546.08
2024-01-30 09:00:00,543.32
2024-01-30 10:00:00,554.46
2024-01-30 11:00:00,576.98
2024-01-30 12:00:00,559.98
2024-01-30 13:00:00,542.12
2024-01-30 14:00:00,550.76
2024-01-30 15:00:00,556.48
2024-01-30 16:00:00,520.16
2024-01-30 17:00:00,532.5
2024-01-30 18:00:00,614.68
2024-01-30 19:00:00,607.58
2024-01-30 20:00:00,570.99
2024-01-30 21:00:00,567.15
2024-01-30 22:00:00,572.27
2024-01-30 23:00:00,468.73
2024-01-31 00:00:00,465.92
2024-01-31 01:00:00,453.87
2024-01-31 02:00:00,494.8
2024-01-31 03:00:00,469.18
2024-01-31 04:00:00,484.24
2024-01-31 05:00:00,501.18
2024-01-31 06:00:00,533.74
2024-01-31 07:00:00,501.96
2024-01-31 08:00:00,534.67
2024-01-31 09:00:00,550.9
2024-01-31 10:00:00,523.71
2024-01-31 11:00:00,560.23
2024-01-31 12:00:00,571.98
2024-01-31 13:00:00,553.06
2024-01-31 14:00:00,537.79
2024-01-31 15:00:00,543.1
2024-01-31 16:00:00,536.99
2024-01-31 17:00:00,526.4
2024-01-31 18:00:00,622.02
2024-01-31 19:00:00,614.23
2024-01-31 20:00:00,563.96
2024-01-31 21:00:00,594.64
2024-01-31 22:00:00,588.52
2024-01-31 23:00:00,451.95
2024-02-01 00:00:00,476.66
2024-02-01 01:00:00,442.66
2024-02-01 02:00:00,450.25
2024-02-01 03:00:00,456.51
2024-02-01 04:00:00,459.09
2024-02-01 05:00:00,496.63
2024-02-01 06:00:00,505.13
2024-02-01 07:00:00,486.46
2024-02-01 08:00:00,510.98
2024-02-01 09:00:00,517.21
2024-02-01 10:00:00,549.36
2024-02-01 11:00:00,577.87
2024-02-01 12:00:00,554.58
2024-02-01 13:00:00,555.82
2024-02-01 14:00:00,519.98
2024-02-01 15:00:00,535.58
2024-02-01 16:00:00,531.73
2024-02-01 17:00:00,506.55
2024-02-01 18:00:00,585.83
2024-02-01 19:00:00,570.41
2024-02-01 20:00:00,587.74
2024-02-01 21:00:00,574.18
2024-02-01 22:00:00,543.91
2024-02-01 23:00:00,455.6
2024-02-02 00:00:00,432.62
2024-02-02 01:00:00,464.72
2024-02-02 02:00:00,452.57
2024-02-02 03:00:00,455.53
2024-02-02 04:00:00,489.75
2024-02-02 05:00:00,479.51
2024-02-02 06:00:00,483.76
2024-02-02 07:00:00,532.49
2024-02-02 08:00:00,506.62
2024-02-02 09:00:00,529.32
2024-02-02 10:00:00,570.34
2024-02-02 11:00:00,551.44
2024-02-02 12:00:00,550.44
2024-02-02 13:00:00,566.79
2024-02-02 14:00:00,541.67
2024-02-02 15:00:00,545.63
2024-02-02 16:00:00,511.8
2024-02-02 17:00:00,531.3
2024-02-02 18:00:00,596.94
2024-02-02 19:00:00,590.39
2024-02-02 20:00:00,592.5
2024-02-02 21:00:00,572.62
2024-02-02 22:00:00,553.79
2024-02-02 23:00:00,456.12
2024-02-03 00:00:00,414.42
2024-02-03 01:00:00,429.12
2024-02-03 02:00:00,432.6
2024-02-03 03:00:00,420.62
2024-02-03 04:00:00,448.76
2024-02-03 05:00:00,453.81
2024-02-03 06:00:00,471.95
2024-02-03 07:00:00,502.09
2024-02-03 08:00:00,470.64
2024-02-03 09:00:00,478.25
2024-02-03 10:00:00,490.66
2024-02-03 11:00:00,477.45
2024-02-03 12:00:00,523.79
2024-02-03 13:00:00,529.06
2024-02-03 14:00:00,525.41
2024-02-03 15:00:00,501.29
2024-02-03 16:00:00,486.27
2024-02-03 17:00:00,482.63
2024-02-03 18:00:00,576.72
2024-02-03 19:00:00,550.61
2024-02-03 20:00:00,557.15
2024-02-03 21:00:00,529.67
2024-02-03 22:00:00,518.62
2024-02-03 23:00:00,433.94
2024-02-04 00:00:00,433.18
2024-02-04 01:00:00,404.2
2024-02-04 02:00:00,436.79
2024-02-04 03:00:00,431.58
2024-02-04 04:00:00,469.3
2024-02-04 05:00:00,467.94
